,Case Number,Area of Impact,Standard of Evenidence,Event Number,Vehicle 1,Vehicle 2
1,60963,6 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,60963,Non-Harmful Event,Ran Off Roadway - Right,3,2,5555
3,60963,Undercarriage,Curb,4,2,9999
4,60963,6 Clock Point,Shrubbery,5,2,9999
5,60963,6 Clock Point,Other Traffic Barrier,6,2,9999
6,60963,Non-Harmful Event,"Equipment Failure (blown tire, brake failure, etc)",7,2,5555
7,60963,Non-Collision,Fire/Explosion,8,1,9999
0,60966,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60966,Not Reported,Curb,2,1,9999
2,60966,12 Clock Point,Tree (Standing Only),3,1,9999
0,60969,12 Clock Point,Pedestrian,1,1,9999
1,60969,Not Reported,Pedestrian,2,2,9999
0,60970,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,60970,Not Reported,Curb,2,1,9999
2,60970,11 Clock Point,Curb,3,1,9999
3,60970,1 Clock Point,Curb,4,1,9999
4,60970,12 Clock Point,Tree (Standing Only),5,1,9999
5,60970,5 Clock Point,Curb,6,1,9999
6,60970,7 Clock Point,Curb,7,1,9999
7,60970,Right,Tree (Standing Only),8,1,9999
8,60970,Non-Collision,Fire/Explosion,9,1,9999
0,60973,Left-Front Side,Pedestrian,1,1,9999
0,60973,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60973,12 Clock Point,Fence,2,1,9999
2,60973,Non-Harmful Event,Vehicle Went Airborne,3,1,5555
3,60973,9 Clock Point,Tree (Standing Only),4,1,9999
4,60973,3 Clock Point,Shrubbery,5,1,9999
0,60976,Non-Harmful Event,Cross Centerline,1,1,5555
1,60976,Right,Motor Vehicle In-Transport ,2,1,2
0,60978,12 Clock Point,Pedestrian,1,1,9999
0,60979,12 Clock Point,Pedestrian,1,1,9999
1,60979,Undercarriage,Pedestrian,2,2,9999
0,60984,Undercarriage,Pedestrian,1,1,9999
0,60984,Right-Front Side,Pedestrian,1,1,9999
1,60984,Right-Front Side,Pedestrian,2,1,9999
0,60985,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,60988,12 Clock Point,Non-Motorist on Personal Conveyance,1,1,9999
0,60989,Right,Parked Motor Vehicle ,1,1,2
1,60989,Right,Parked Motor Vehicle ,2,1,3
2,60989,Right,Parked Motor Vehicle ,3,1,4
3,60989,Right,Parked Motor Vehicle ,4,1,5
4,60989,Right,Parked Motor Vehicle ,5,1,6
5,60989,Right,Parked Motor Vehicle ,6,1,7
0,60991,Not Reported,Motor Vehicle In-Transport ,1,1,2
1,60991,Non-Collision,Rollover/Overturn,2,1,9999
2,60991,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,1,3
3,60991,Not Reported,Motor Vehicle In-Transport ,4,1,4
0,60991,Non-Harmful Event,End Departure,1,1,9999
1,60991,Not Reported,Curb,2,1,9999
2,60991,Not Reported,Fence,3,1,9999
3,60991,Non-Collision,Rollover/Overturn,4,1,9999
0,60991,12 Clock Point,Pedestrian,1,1,9999
0,60993,Non-Harmful Event,Cross Centerline,1,1,5555
1,60993,2 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,60993,12 Clock Point,Motor Vehicle In-Transport ,3,1,3
3,60993,Non-Harmful Event,Ran Off Roadway - Right,4,3,5555
4,60993,Non-Collision,Fire/Explosion,5,1,9999
0,60995,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,60995,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,60995,Not Reported,Motor Vehicle In-Transport ,3,1,3
3,60995,12 Clock Point,Motor Vehicle In-Transport ,4,3,4
4,60995,Non-Harmful Event,Ran Off Roadway - Right,5,3,5555
5,60995,Not Reported,Embankment,6,3,9999
6,60995,Non-Harmful Event,Ran Off Roadway - Right,7,4,5555
7,60995,Not Reported,Embankment,8,4,9999
0,60997,1 Clock Point,Pedestrian,1,1,9999
0,60998,Non-Harmful Event,Cross Centerline,1,1,5555
1,60998,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61001,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61001,12 Clock Point,Pedestrian,2,1,9999
2,61001,12 Clock Point,Pedestrian,3,1,9999
0,61001,Left,Motor Vehicle In-Transport ,1,2,1
0,61003,1 Clock Point,Pedestrian,1,1,9999
0,61004,Non-Harmful Event,Cross Centerline,1,1,5555
1,61004,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61004,Non-Harmful Event,Ran Off Roadway - Right,3,2,5555
3,61004,Not Reported,Fence,4,2,9999
0,61007,Right,Motor Vehicle In-Transport ,1,2,1
1,61007,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,2,1
0,61010,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,61010,Undercarriage,Curb,2,1,9999
2,61010,9 Clock Point,Tree (Standing Only),3,1,9999
0,61012,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61012,Not Reported,Embankment,2,1,9999
2,61012,Non-Collision,Rollover/Overturn,3,1,9999
0,61015,12 Clock Point,Pedestrian,1,1,9999
0,61016,12 Clock Point,Pedestrian,1,1,9999
1,61016,12 Clock Point,Pedestrian,2,1,9999
2,61016,12 Clock Point,Motor Vehicle In-Transport ,3,1,2
0,61017,Non-Harmful Event,Cross Centerline,1,1,5555
1,61017,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61017,12 Clock Point,Tree (Standing Only),3,1,9999
3,61017,Set-In-Motion (Not a Clock Value),Tree (Standing Only),4,1,9999
0,61017,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61017,Non-Harmful Event,Cross Median,2,1,5555
2,61017,Non-Collision,Rollover/Overturn,3,1,9999
3,61017,Not Reported,Guardrail Face,4,1,9999
0,61017,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61017,12 Clock Point,Pedalcyclist,2,1,9999
2,61017,12 Clock Point,"Post, Pole or Other Supports",3,1,9999
3,61017,12 Clock Point,Mail Box,4,1,9999
4,61017,12 Clock Point,Parked Motor Vehicle ,5,1,2
0,61019,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61019,9 Clock Point,Concrete Traffic Barrier,2,1,9999
2,61019,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61019,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61019,Non-Collision,Rollover/Overturn,5,1,9999
0,61022,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61022,Left-Front Half,Parked Motor Vehicle ,2,1,2
2,61022,Left-Front Half,Parked Motor Vehicle ,3,1,3
3,61022,Left-Front Half,Parked Motor Vehicle ,4,1,4
4,61022,Left-Front Half,Parked Motor Vehicle ,5,1,5
5,61022,Left-Front Half,Parked Motor Vehicle ,6,1,6
6,61022,12 Clock Point,Tree (Standing Only),7,1,9999
7,61022,Not Reported,Other Fixed Object,8,1,9999
8,61022,Non-Collision,Rollover/Overturn,9,1,9999
9,61022,Not Reported,Other Fixed Object,10,1,9999
10,61022,Not Reported,Tree (Standing Only),11,1,9999
0,61023,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61023,Right,Motor Vehicle In-Transport ,2,1,3
2,61023,Not Reported,Pedestrian,3,1,9999
3,61023,Non-Harmful Event,Ran Off Roadway - Right,4,2,5555
4,61023,12 Clock Point,Parked Motor Vehicle ,5,2,4
0,61024,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61024,Non-Harmful Event,Vehicle Went Airborne,2,1,9999
2,61024,Non-Collision,Rollover/Overturn,3,1,9999
3,61024,Non-Harmful Event,Cross Centerline,4,1,9999
4,61024,12 Clock Point,Motor Vehicle In-Transport ,5,1,3
0,61026,12 Clock Point,Pedestrian,1,1,9999
0,61029,12 Clock Point,Pedestrian,1,1,9999
0,61031,Left-Front Side,Motor Vehicle In-Transport ,1,1,2
1,61031,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61031,Left-Back Side,Embankment,3,1,9999
3,61031,Non-Harmful Event,Ran Off Roadway - Right,4,2,5555
4,61031,Non-Collision,Rollover/Overturn,5,2,9999
0,61032,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61032,12 Clock Point,Motor Vehicle In-Transport ,2,3,1
2,61032,Cargo/Vehicle Parts Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,3,4
0,61034,Non-Harmful Event,Ran Off Roadway - Left,1,3,5555
1,61034,3 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61034,Undercarriage,Motor Vehicle In-Transport ,3,2,1
3,61034,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61034,Left-Front Side,Motor Vehicle In-Transport ,5,1,3
5,61034,Left-Front Side,Concrete Traffic Barrier,6,3,9999
6,61034,Left-Front Side,Concrete Traffic Barrier,7,1,9999
0,61035,12 Clock Point,Pedestrian,1,1,9999
0,61037,12 Clock Point,Pedestrian,1,1,9999
0,61040,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61040,Not Reported,Utility Pole/Light Support,2,1,9999
2,61040,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61040,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,61040,12 Clock Point,Utility Pole/Light Support,5,1,9999
5,61040,Non-Collision,Fire/Explosion,6,1,9999
0,61041,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61041,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61041,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,61041,Not Reported,Other Object (not fixed),4,1,9999
4,61041,Not Reported,Guardrail Face,5,1,9999
5,61041,Non-Collision,Rollover/Overturn,6,1,9999
0,61041,12 Clock Point,Pedalcyclist,1,1,9999
0,61042,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,61042,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61042,Not Reported,Curb,3,1,9999
3,61042,Right-Front Side,Other Fixed Object,4,1,9999
4,61042,Left-Front Side,Other Fixed Object,5,1,9999
5,61042,12 Clock Point,Parked Motor Vehicle ,6,1,3
6,61042,Other Objects Set-In-Motion,Parked Motor Vehicle ,7,1,4
0,61046,Non-Collision,Rollover/Overturn,1,1,9999
1,61046,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
2,61046,Non-Collision,Rollover/Overturn,3,2,9999
3,61046,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61046,Not Reported,Tree (Standing Only),5,1,9999
0,61046,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61047,Non-Harmful Event,Cross Centerline,1,1,5555
1,61047,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61047,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,61047,Not Reported,Tree (Standing Only),4,1,9999
0,61047,12 Clock Point,Pedestrian,1,1,9999
0,61047,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61047,12 Clock Point,Concrete Traffic Barrier,2,1,9999
0,61047,12 Clock Point,Pedestrian,1,1,9999
1,61047,12 Clock Point,Pedestrian,2,2,9999
0,61049,12 Clock Point,Parked Motor Vehicle ,1,1,2
1,61049,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61049,12 Clock Point,Pedestrian,3,1,9999
3,61049,12 Clock Point,Other Fixed Object,4,1,9999
4,61049,12 Clock Point,Parked Motor Vehicle ,5,1,3
0,61050,12 Clock Point,Pedestrian,1,1,9999
0,61051,12 Clock Point,Pedestrian,1,1,9999
0,61052,12 Clock Point,Pedestrian,1,1,9999
0,61054,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,61054,Undercarriage,Curb,2,1,9999
2,61054,9 Clock Point,Traffic Signal Support,3,1,9999
3,61054,Left-Front Half,Traffic Sign Support ,4,1,9999
4,61054,12 Clock Point,Fence,5,1,9999
0,61058,Non-Harmful Event,Cross Centerline,1,1,5555
1,61058,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61059,Non-Collision,Rollover/Overturn,1,2,9999
1,61059,Set-In-Motion (Not a Clock Value),Motor Vehicle In-Transport ,2,2,1
2,61059,Not Reported,Motor Vehicle In-Transport ,3,2,1
0,61060,12 Clock Point,Pedestrian,1,1,9999
0,61063,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61063,Non-Harmful Event,Vehicle Went Airborne,2,1,5555
0,61063,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61063,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61063,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,61063,Non-Harmful Event,Cross Median,4,1,5555
4,61063,Non-Collision,Rollover/Overturn,5,1,9999
0,61064,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61064,12 Clock Point,Curb,2,1,9999
2,61064,Not Reported,Other Fixed Object,3,1,9999
0,61066,Non-Harmful Event,Cross Centerline,1,1,5555
1,61066,Right,Motor Vehicle In-Transport ,2,1,2
0,61068,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61068,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61068,Non-Harmful Event,Cross Centerline,3,1,5555
3,61068,12 Clock Point,Motor Vehicle In-Transport ,4,1,2
0,61069,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61069,Non-Harmful Event,Ran Off Roadway - Right,2,2,5555
2,61069,Non-Collision,Rollover/Overturn,3,2,9999
3,61069,Not Reported,Fence,4,2,9999
0,61070,12 Clock Point,Pedestrian,1,1,9999
0,61071,Non-Harmful Event,End Departure,1,1,9999
1,61071,6 Clock Point,Building,2,1,9999
2,61071,Not Reported,Pedestrian,3,1,9999
0,61075,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61075,Non-Harmful Event,Ran Off Roadway - Left,2,2,5555
2,61075,Right,Traffic Signal Support,3,2,9999
3,61075,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,61075,Non-Collision,Rollover/Overturn,5,1,9999
0,61077,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61077,Not Reported,Utility Pole/Light Support,2,1,9999
0,61078,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,61078,Not Reported,Motor Vehicle In-Transport ,2,2,3
2,61078,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,61078,Not Reported,Curb,4,1,9999
4,61078,Non-Collision,Fire/Explosion,5,2,9999
0,61080,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61080,Not Reported,Guardrail Face,2,1,9999
2,61080,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61080,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,61080,Non-Harmful Event,Vehicle Went Airborne,5,1,5555
5,61080,Undercarriage,Fence,6,1,9999
6,61080,Undercarriage,Tree (Standing Only),7,1,9999
7,61080,Non-Collision,Rollover/Overturn,8,1,9999
8,61080,Not Reported,Tree (Standing Only),9,1,9999
0,61082,Undercarriage,Pedestrian,1,1,9999
0,61088,12 Clock Point,Pedestrian,1,1,9999
0,61089,Non-Harmful Event,"Equipment Failure (blown tire, brake failure, etc)",1,1,5555
1,61089,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61089,12 Clock Point,Traffic Sign Support ,3,1,9999
3,61089,Not Reported,Fence,4,1,9999
4,61089,Non-Harmful Event,Cross Centerline,5,1,5555
5,61089,Non-Harmful Event,Ran Off Roadway - Right,6,1,5555
6,61089,12 Clock Point,Guardrail Face,7,1,9999
7,61089,Non-Collision,Rollover/Overturn,8,1,9999
0,61090,Non-Harmful Event,Cross Centerline,1,1,5555
1,61090,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61090,12 Clock Point,Other Fixed Object,3,1,9999
3,61090,Left-Front Side,Tree (Standing Only),4,1,9999
0,61095,Non-Collision,Rollover/Overturn,1,1,9999
0,61097,12 Clock Point,Pedalcyclist,1,1,9999
1,61097,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61097,Undercarriage,Curb,3,1,9999
3,61097,Non-Harmful Event,Re-entering Roadway,4,1,5555
0,61099,12 Clock Point,Pedestrian,1,1,9999
0,61100,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61100,Undercarriage,Curb,2,1,9999
2,61100,Non-Collision,Rollover/Overturn,3,1,9999
0,61101,12 Clock Point,Pedalcyclist,1,1,9999
0,61102,12 Clock Point,Pedestrian,1,1,9999
1,61102,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61102,Right-Back Side,Motor Vehicle In-Transport ,3,1,3
0,61104,12 Clock Point,Pedestrian,1,1,9999
0,61104,Left-Back Side,Motor Vehicle In-Transport ,1,1,2
0,61106,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61106,Non-Collision,Rollover/Overturn,2,1,9999
0,61107,12 Clock Point,Pedestrian,1,1,9999
0,61108,Non-Harmful Event,"Equipment Failure (blown tire, brake failure, etc)",1,1,5555
1,61108,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61108,9 Clock Point,Utility Pole/Light Support,3,1,9999
3,61108,Not Reported,Tree (Standing Only),4,1,9999
0,61110,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61110,Non-Collision,Rollover/Overturn,2,2,9999
2,61110,Not Reported,Motor Vehicle In-Transport ,3,2,3
0,61112,12 Clock Point,Pedestrian,1,1,9999
0,61116,Non-Harmful Event,Cross Centerline,1,1,5555
1,61116,Non-Harmful Event,Cross Centerline,2,2,5555
2,61116,12 Clock Point,Motor Vehicle In-Transport ,3,1,2
0,61118,12 Clock Point,Pedalcyclist,1,1,9999
1,61118,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61118,Not Reported,Utility Pole/Light Support,3,1,9999
3,61118,Not Reported,Other Fixed Object,4,1,9999
0,61120,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61120,Non-Collision,Rollover/Overturn,2,1,9999
0,61121,12 Clock Point,Pedestrian,1,1,9999
0,61125,Non-Harmful Event,Ran Off Roadway - Left,1,1,9999
1,61125,Non-Collision,Rollover/Overturn,2,1,9999
0,61126,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61127,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61127,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61127,Undercarriage,Curb,2,1,9999
2,61127,Not Reported,Traffic Signal Support,3,1,9999
3,61127,Not Reported,Traffic Signal Support,4,1,9999
4,61127,12 Clock Point,Utility Pole/Light Support,5,1,9999
0,61129,Non-Harmful Event,Cross Median,1,1,5555
1,61129,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61129,12 Clock Point,Pedestrian,1,1,9999
0,61132,Non-Harmful Event,Cross Centerline,1,1,5555
1,61132,Non-Collision,Rollover/Overturn,2,1,9999
2,61132,Not Reported,Motor Vehicle In-Transport ,3,1,2
0,61133,12 Clock Point,Pedestrian,1,1,9999
0,61133,Non-Harmful Event,End Departure,1,1,9999
1,61133,12 Clock Point,Wall,2,1,9999
0,61134,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,61134,Undercarriage,Embankment,2,1,9999
2,61134,12 Clock Point,Fence,3,1,9999
3,61134,Non-Harmful Event,Vehicle Went Airborne,4,1,9999
4,61134,12 Clock Point,Ditch,5,1,9999
5,61134,Non-Collision,Rollover/Overturn,6,1,9999
6,61134,Right-Front Half,Tree (Standing Only),7,1,9999
0,61135,Non-Collision,Rollover/Overturn,1,1,9999
1,61135,Non-Harmful Event,Cross Centerline,2,1,5555
2,61135,Not Reported,Motor Vehicle In-Transport ,3,1,2
0,61139,12 Clock Point,Pedestrian,1,1,9999
0,61139,12 Clock Point,Pedestrian,1,1,9999
0,61140,Non-Harmful Event,Cross Centerline,1,1,5555
1,61140,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61142,Non-Collision,Fell/Jumped from Vehicle,1,1,9999
0,61143,Non-Harmful Event,Ran Off Roadway - Left,1,1,9999
1,61143,Non-Harmful Event,Vehicle Went Airborne,2,1,9999
2,61143,12 Clock Point,Motor Vehicle In-Transport ,3,1,2
3,61143,Undercarriage,Ground,4,1,9999
4,61143,Non-Collision,Rollover/Overturn,5,1,9999
0,61145,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,61147,12 Clock Point,Pedestrian,1,1,9999
1,61147,12 Clock Point,Pedestrian,2,1,9999
2,61147,12 Clock Point,Pedestrian,3,1,9999
0,61147,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61147,Not Reported,Motor Vehicle In-Transport ,2,1,3
2,61147,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,61147,12 Clock Point,Wall,4,1,9999
0,61151,12 Clock Point,Pedestrian,1,1,9999
0,61152,Non-Harmful Event,Cross Centerline,1,1,5555
1,61152,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61156,12 Clock Point,Pedestrian,1,1,9999
0,61156,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61156,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61156,12 Clock Point,Concrete Traffic Barrier,3,1,9999
3,61156,Non-Collision,Fire/Explosion,4,1,9999
4,61156,Non-Collision,Fire/Explosion,5,2,9999
0,61157,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61157,Left-Front Side,Traffic Sign Support ,2,1,9999
2,61157,Right-Back Side,Shrubbery,3,1,9999
3,61157,9 Clock Point,Tree (Standing Only),4,1,9999
0,61158,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61158,Non-Collision,Rollover/Overturn,2,2,9999
0,61158,12 Clock Point,Pedestrian,1,1,9999
0,61159,Non-Harmful Event,Cross Centerline,1,1,5555
1,61159,Non-Harmful Event,Cross Centerline,2,1,5555
2,61159,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,61159,12 Clock Point,Curb,4,1,9999
4,61159,12 Clock Point,Curb,5,1,9999
5,61159,Non-Collision,Rollover/Overturn,6,1,9999
0,61162,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61162,Left,Concrete Traffic Barrier,2,1,9999
2,61162,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61162,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,61162,12 Clock Point,Guardrail Face,5,1,9999
5,61162,Non-Harmful Event,Vehicle Went Airborne,6,1,5555
6,61162,Undercarriage,Ground,7,1,9999
7,61162,Not Reported,Fence,8,1,9999
8,61162,Non-Collision,Rollover/Overturn,9,1,9999
0,61165,4 Clock Point,Non-Motorist on Personal Conveyance,1,1,9999
0,61165,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61165,Right,Fence,2,1,9999
2,61165,12 Clock Point,Tree (Standing Only),3,1,9999
0,61168,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61168,1 Clock Point,Tree (Standing Only),2,1,9999
2,61168,12 Clock Point,Tree (Standing Only),3,1,9999
0,61168,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61176,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61176,12 Clock Point,Bridge Rail (Includes parapet),2,1,9999
2,61176,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61176,Non-Collision,Rollover/Overturn,4,1,9999
4,61176,Not Reported,Bridge Rail (Includes parapet),5,1,9999
5,61176,Non-Harmful Event,Vehicle Went Airborne,6,1,5555
6,61176,Top,Embankment,7,1,9999
0,61177,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61177,12 Clock Point,Curb,2,1,9999
2,61177,Non-Harmful Event,Vehicle Went Airborne,3,1,5555
3,61177,Not Reported,Ground,4,1,9999
4,61177,Non-Collision,Rollover/Overturn,5,1,9999
5,61177,Not Reported,Bridge Pier or Support,6,1,9999
0,61178,12 Clock Point,Pedestrian,1,1,9999
0,61182,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61182,12 Clock Point,Other Fixed Object,2,1,9999
2,61182,Non-Collision,Rollover/Overturn,3,1,9999
3,61182,Not Reported,Tree (Standing Only),4,1,9999
0,61183,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61183,Not Reported,"Other Post, Other Pole or Other Supports",2,1,9999
2,61183,Non-Collision,Rollover/Overturn,3,1,9999
3,61183,Not Reported,Tree (Standing Only),4,1,9999
4,61183,Not Reported,Fence,5,1,9999
0,61184,12 Clock Point,Pedestrian,1,1,9999
0,61185,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61185,Non-Collision,Fire/Explosion,2,2,9999
